gsd,title,datetime,eo:bands,platform,utc_hour,local_hour,instruments,associations,view:azimuth,constellation,off_nadir_avg,off_nadir_end,off_nadir_max,off_nadir_min,rda_available,utc_month_day,eo:cloud_cover,scan_direction,view:off_nadir,local_month_day,off_nadir_start,timezone_offset,utc_time_of_day,collect_time_end,view:sun_azimuth,local_time_of_day,raw_archive_state,collect_time_start,pan_resolution_avg,pan_resolution_end,pan_resolution_max,pan_resolution_min,view:sun_elevation,multi_resolution_avg,multi_resolution_end,multi_resolution_max,multi_resolution_min,pan_resolution_start,acquisition_rev_number,multi_resolution_start,view:sun_elevation_max,view:sun_elevation_min,geolocation_uncertainty,stereo_pair_identifiers,area:avg_off_nadir_angle,area:cloud_cover_percentage,local_time_of_day_with_timezone,spacecraft_to_target_azimuth_avg,spacecraft_to_target_azimuth_end,spacecraft_to_target_azimuth_max,spacecraft_to_target_azimuth_min,target_to_spacecraft_azimuth_avg,target_to_spacecraft_azimuth_end,target_to_spacecraft_azimuth_max,target_to_spacecraft_azimuth_min,spacecraft_to_target_azimuth_start,target_to_spacecraft_azimuth_start,target_to_spacecraft_elevation_avg,target_to_spacecraft_elevation_end,target_to_spacecraft_elevation_max,target_to_spacecraft_elevation_min,target_to_spacecraft_elevation_start,img_geom,project_id,poly_id
0.493724285,Maxar WV02 Image 103001010E81BB00,2025-02-25T08:16:05.038612Z,"[{'name': 'pan', 'center_wavelength': 625}, {'name': 'nir2', 'center_wavelength': 950}, {'name': 'nir1', 'center_wavelength': 895}, {'name': 'red_edge', 'center_wavelength': 725}, {'name': 'red', 'center_wavelength': 660}, {'name': 'yellow', 'center_wavelength': 605}, {'name': 'green', 'center_wavelength': 545}, {'name': 'blue', 'center_wavelength': 480}, {'name': 'coastal', 'center_wavelength': 425}]",worldview-02,8,10,['VNIR'],[],316.0694975,maxar,15.29158775,15.126611,15.539358,15.126611,True,02-25,0.0,forward,15.29158775,02-25,15.539358,2,08:16:05,2025-02-25T08:16:06.835000Z,104.194021,10:16:05,online,2025-02-25T08:16:05.038612Z,0.493724285,0.49302873,0.49477518,0.49302873,60.35012425,1.982860875,1.9821403,1.983939,1.9821403,0.49477518,80723,1.983939,60.368587,60.322304,3.9224220155484586,[],15.332448,0.0,10:16:05+0200,316.0694975,315.8341,316.42,315.8341,136.10750805350352,135.8714058582553,136.45903777832189,135.8714058582553,316.42,136.45903777832189,72.82282128193121,73.0097061322255,73.0097061322255,72.54208397979714,72.54208397979714,"{'type': 'Polygon', 'coordinates': [[[30.102245, -2.217174], [30.102313, -2.249156], [30.102391, -2.268301], [30.102436, -2.290719], [30.102532, -2.318944], [30.102544, -2.324013], [30.258761, -2.330915], [30.2588, -2.319885], [30.258823, -2.275392], [30.258835, -2.230846], [30.258866, -2.200646], [30.102376, -2.193553], [30.102245, -2.217174]]]}",bbd88e69-cd85-429e-bebf-6234bf82dbb3,47da1bd2-fba5-4c6f-8cc4-8aa6095ba9c0
0.4793735075,Maxar WV02 Image 103001010DD88300,2025-01-20T08:20:47.286489Z,"[{'name': 'pan', 'center_wavelength': 625}, {'name': 'nir2', 'center_wavelength': 950}, {'name': 'nir1', 'center_wavelength': 895}, {'name': 'red_edge', 'center_wavelength': 725}, {'name': 'red', 'center_wavelength': 660}, {'name': 'yellow', 'center_wavelength': 605}, {'name': 'green', 'center_wavelength': 545}, {'name': 'blue', 'center_wavelength': 480}, {'name': 'coastal', 'center_wavelength': 425}]",worldview-02,8,10,['VNIR'],[],202.9296525,maxar,10.54744425,10.659455,10.659455,10.374696,False,01-20,84.07938421012186,forward,10.54744425,01-20,10.374696,2,08:20:47,2025-01-20T08:20:49.079000Z,125.60494875,10:20:47,online,2025-01-20T08:20:47.286489Z,0.4793735075,0.47968608,0.47968608,0.47889376,57.90239675,1.91899395,1.9192924,1.9192924,1.9185346,0.47889376,80206,1.9185346,57.940174,57.84371,4.238556735883182,[],10.515575,0.0,10:20:47+0200,202.9296525,202.22437,204.03456,202.22437,22.917533982340665,22.21269423023459,24.021760127859295,22.21269423023459,204.03456,24.021760127859295,78.14664259237657,78.02005383612536,78.34184260839218,78.02005383612536,78.34184260839218,"{'type': 'Polygon', 'coordinates': [[[30.255633, -2.197674], [30.104819, -2.199876], [30.10473, -2.228514], [30.104733, -2.234729], [30.104774, -2.272872], [30.104781, -2.316361], [30.104779, -2.326958], [30.255741, -2.324755], [30.25574, -2.314106], [30.255682, -2.270669], [30.25565, -2.227169], [30.255633, -2.197674]]]}",bbd88e69-cd85-429e-bebf-6234bf82dbb3,47da1bd2-fba5-4c6f-8cc4-8aa6095ba9c0
0.499564605,Maxar WV02 Image 103001010C023700,2025-01-17T08:29:36.632839Z,"[{'name': 'pan', 'center_wavelength': 625}, {'name': 'nir2', 'center_wavelength': 950}, {'name': 'nir1', 'center_wavelength': 895}, {'name': 'red_edge', 'center_wavelength': 725}, {'name': 'red', 'center_wavelength': 660}, {'name': 'yellow', 'center_wavelength': 605}, {'name': 'green', 'center_wavelength': 545}, {'name': 'blue', 'center_wavelength': 480}, {'name': 'coastal', 'center_wavelength': 425}]",worldview-02,8,10,['VNIR'],[],120.70026,maxar,16.06590575,16.206629,16.206629,15.857102,False,01-17,10.140283606169081,forward,16.06590575,01-17,15.857102,2,08:29:36,2025-01-17T08:29:38.427000Z,128.9622925,10:29:36,online,2025-01-17T08:29:36.632839Z,0.499564605,0.50020874,0.50020874,0.4986136,59.505344,1.989036925,1.9896568,1.9896568,1.9881113,0.4986136,80163,1.9881113,59.547756,59.44231,3.449176545721751,[],16.031324,0.0,10:29:36+0200,120.70026,121.08147,121.08147,120.12987,300.6826775731178,301.06263773096094,301.06263773096094,300.11411570862026,120.12987,300.11411570862026,71.91912980038107,71.75934429878282,72.15614889710803,71.75934429878282,72.15614889710803,"{'type': 'Polygon', 'coordinates': [[[30.099951, -2.236464], [30.099852, -2.248752], [30.099792, -2.265697], [30.099769, -2.298359], [30.09969, -2.305716], [30.099677, -2.310846], [30.099619, -2.321631], [30.260413, -2.328938], [30.260376, -2.31805], [30.260378, -2.273569], [30.260377, -2.229115], [30.260333, -2.198993], [30.099765, -2.191911], [30.099947, -2.222171], [30.099937, -2.225068], [30.099951, -2.236464]]]}",bbd88e69-cd85-429e-bebf-6234bf82dbb3,47da1bd2-fba5-4c6f-8cc4-8aa6095ba9c0
0.51925765,Maxar WV02 Image 103001010B2C6700,2025-01-09T08:19:12.119595Z,"[{'name': 'pan', 'center_wavelength': 625}, {'name': 'nir2', 'center_wavelength': 950}, {'name': 'nir1', 'center_wavelength': 895}, {'name': 'red_edge', 'center_wavelength': 725}, {'name': 'red', 'center_wavelength': 660}, {'name': 'yellow', 'center_wavelength': 605}, {'name': 'green', 'center_wavelength': 545}, {'name': 'blue', 'center_wavelength': 480}, {'name': 'coastal', 'center_wavelength': 425}]",worldview-02,8,10,['VNIR'],[],204.79088,maxar,19.769673,19.912537,19.912537,19.565296,False,01-09,7.594213014899576,forward,19.769673,01-09,19.565296,2,08:19:12,2025-01-09T08:19:13.913000Z,129.319665,10:19:12,online,2025-01-09T08:19:12.119595Z,0.51925765,0.5201113,0.5201113,0.518042,57.2986365,2.0801103,2.0809417,2.0809417,2.078922,0.518042,80048,2.078922,57.345367,57.231365,5.179269557280003,[],19.73724,0.0,10:19:12+0200,204.79088,204.33939,205.44482,204.33939,24.796904301651523,24.34614254825701,25.449799509885196,24.34614254825701,205.44482,25.449799509885196,67.70315400771928,67.5397476951502,67.93682470895293,67.5397476951502,67.93682470895293,"{'type': 'Polygon', 'coordinates': [[[30.260618, -2.18881], [30.100373, -2.198401], [30.100201, -2.224238], [30.100194, -2.257536], [30.100226, -2.278707], [30.100272, -2.326496], [30.10023, -2.338301], [30.260816, -2.328673], [30.260818, -2.316761], [30.260719, -2.268937], [30.260638, -2.221185], [30.260618, -2.18881]]]}",bbd88e69-cd85-429e-bebf-6234bf82dbb3,47da1bd2-fba5-4c6f-8cc4-8aa6095ba9c0
0.522852525,Maxar WV02 Image 103001010AC7D200,2024-12-18T08:16:20.068299Z,"[{'name': 'pan', 'center_wavelength': 625}, {'name': 'nir2', 'center_wavelength': 950}, {'name': 'nir1', 'center_wavelength': 895}, {'name': 'red_edge', 'center_wavelength': 725}, {'name': 'red', 'center_wavelength': 660}, {'name': 'yellow', 'center_wavelength': 605}, {'name': 'green', 'center_wavelength': 545}, {'name': 'blue', 'center_wavelength': 480}, {'name': 'coastal', 'center_wavelength': 425}]",worldview-02,8,10,['VNIR'],[],220.873655,maxar,20.38453975,20.47683,20.47683,20.254057,False,12-18,93.09770249653545,forward,20.38453975,12-18,20.254057,2,08:16:20,2024-12-18T08:16:21.858000Z,133.270575,10:16:20,online,2024-12-18T08:16:20.068299Z,0.522852525,0.5237516,0.5237516,0.5219228,57.925033,2.09796735,2.0985336,2.0985336,2.0971632,0.5219228,79732,2.0971632,57.97468,57.854084,6.277168374279045,[],20.363852,99.99999999999999,10:16:20+0200,220.873655,220.34395,221.63312,220.34395,40.89014762491427,40.36151643721866,41.64808606266189,40.36151643721866,221.63312,41.64808606266189,67.00590743310258,66.90011801650047,67.15545447440378,66.90011801650047,67.15545447440378,"{'type': 'Polygon', 'coordinates': [[[30.263388, -2.185358], [30.098899, -2.198558], [30.098669, -2.222183], [30.098662, -2.260691], [30.098706, -2.277919], [30.098837, -2.325065], [30.098786, -2.336247], [30.263497, -2.322899], [30.263529, -2.311597], [30.263425, -2.264465], [30.26337, -2.217339], [30.263388, -2.185358]]]}",bbd88e69-cd85-429e-bebf-6234bf82dbb3,47da1bd2-fba5-4c6f-8cc4-8aa6095ba9c0
0.58303651,Maxar WV02 Image 103001010902E400,2024-11-20T08:31:19.003962Z,"[{'name': 'pan', 'center_wavelength': 625}, {'name': 'nir2', 'center_wavelength': 950}, {'name': 'nir1', 'center_wavelength': 895}, {'name': 'red_edge', 'center_wavelength': 725}, {'name': 'red', 'center_wavelength': 660}, {'name': 'yellow', 'center_wavelength': 605}, {'name': 'green', 'center_wavelength': 545}, {'name': 'blue', 'center_wavelength': 480}, {'name': 'coastal', 'center_wavelength': 425}]",worldview-02,8,10,['VNIR'],[],47.060435,maxar,28.059781,27.962831,28.187437,27.962831,False,11-20,91.37120658183368,forward,28.059781,11-20,28.187437,2,08:31:19,2024-11-20T08:31:20.802000Z,135.63274,10:31:19,online,2024-11-20T08:31:19.003962Z,0.58303651,0.5818891,0.5843869,0.5818891,64.85861125,2.3305778,2.326017,2.3359427,2.326017,0.5843869,79330,2.3359427,64.91822,64.78093,7.2483697,[],28.0735,99.99999999999999,10:31:19+0200,47.060435,47.54604,47.54604,46.429844,227.06043529510498,227.54603958129883,227.54603958129883,226.4298439025879,46.429844,226.4298439025879,58.18482663644304,58.297657528233934,58.297657528233934,58.036235242020915,58.036235242020915,"{'type': 'Polygon', 'coordinates': [[[30.088179, -2.200823], [30.08858, -2.25216], [30.088253, -2.304073], [30.088186, -2.352104], [30.275234, -2.321851], [30.275169, -2.273979], [30.275278, -2.222104], [30.275034, -2.170424], [30.088179, -2.200823]]]}",bbd88e69-cd85-429e-bebf-6234bf82dbb3,47da1bd2-fba5-4c6f-8cc4-8aa6095ba9c0
0.547388125,Maxar WV02 Image 103001010898D200,2024-11-15T08:12:06.198131Z,"[{'name': 'pan', 'center_wavelength': 625}, {'name': 'nir2', 'center_wavelength': 950}, {'name': 'nir1', 'center_wavelength': 895}, {'name': 'red_edge', 'center_wavelength': 725}, {'name': 'red', 'center_wavelength': 660}, {'name': 'yellow', 'center_wavelength': 605}, {'name': 'green', 'center_wavelength': 545}, {'name': 'blue', 'center_wavelength': 480}, {'name': 'coastal', 'center_wavelength': 425}]",worldview-02,8,10,['VNIR'],[],318.0996425,maxar,24.181476,24.723446,24.723446,23.443542,False,11-15,91.8882458554862,reverse,24.181476,11-15,23.443542,2,08:12:06,2024-11-15T08:12:07.984000Z,127.742795,10:12:06,online,2024-11-15T08:12:06.198131Z,0.547388125,0.55180514,0.55180514,0.5414788,62.1464865,2.1603836,2.1631346,2.1631346,2.1582868,0.5414788,79258,2.158647,62.204758,62.103848,6.456227091816318,[],24.016964,99.99999999999999,10:12:06+0200,318.0996425,319.664,319.664,315.89423,138.206232112237,139.7710986009235,139.7710986009235,136.00004965385213,315.89423,136.00004965385213,62.68896837096515,62.065113227619086,63.53767334955227,62.065113227619086,63.53767334955227,"{'type': 'Polygon', 'coordinates': [[[30.268022, -2.278976], [30.26803, -2.277597], [30.268082, -2.265163], [30.268306, -2.216364], [30.268374, -2.20854], [30.268402, -2.20057], [30.268711, -2.156128], [30.095896, -2.134846], [30.09591, -2.146348], [30.096158, -2.176338], [30.096204, -2.180514], [30.096199, -2.181286], [30.096323, -2.196322], [30.096259, -2.24546], [30.096379, -2.27888], [30.267943, -2.29819], [30.268023, -2.279234], [30.268022, -2.278976]]]}",bbd88e69-cd85-429e-bebf-6234bf82dbb3,47da1bd2-fba5-4c6f-8cc4-8aa6095ba9c0
0.560198385,Maxar WV02 Image 10300100FDB35300,2024-07-05T08:09:10.960993Z,"[{'name': 'nir2', 'center_wavelength': 950}, {'name': 'nir1', 'center_wavelength': 895}, {'name': 'red_edge', 'center_wavelength': 725}, {'name': 'red', 'center_wavelength': 660}, {'name': 'yellow', 'center_wavelength': 605}, {'name': 'green', 'center_wavelength': 545}, {'name': 'blue', 'center_wavelength': 480}, {'name': 'coastal', 'center_wavelength': 425}, {'name': 'pan', 'center_wavelength': 625}]",worldview-02,8,10,['VNIR'],[],258.1626025,maxar,25.831079,25.6172,26.13355,25.6172,False,07-05,0.2995342007493354,forward,25.831079,07-05,26.13355,2,08:09:10,2024-07-05T08:09:12.757741Z,46.73358575,10:09:10,online,2024-07-05T08:09:10.960993Z,0.560198385,0.5585664,0.5629049,0.5585664,52.5432905,2.2256396,2.2227805,2.2307289,2.2227805,0.5629049,77348,2.2307289,52.59493,52.473843,5.357966974902321,[],25.85939,0.0,10:09:10+0200,258.1626025,260.07724,260.07724,255.61697,78.24650047705934,80.16052397105928,80.16052397105928,75.70174455227696,255.61697,75.70174455227696,60.77706256602903,61.02469444203167,61.02469444203167,60.42673714181448,60.42673714181448,"{'type': 'Polygon', 'coordinates': [[[30.273669, -2.153046], [30.27361, -2.142632], [30.273597, -2.141519], [30.08569, -2.149253], [30.085571, -2.161197], [30.08557, -2.162483], [30.085776, -2.174521], [30.085562, -2.188765], [30.085588, -2.193528], [30.085531, -2.197445], [30.085519, -2.208915], [30.085184, -2.256828], [30.085388, -2.289343], [30.274325, -2.278309], [30.274188, -2.259921], [30.2739, -2.213063], [30.273894, -2.207144], [30.273835, -2.199763], [30.273669, -2.153046]]]}",bbd88e69-cd85-429e-bebf-6234bf82dbb3,47da1bd2-fba5-4c6f-8cc4-8aa6095ba9c0
0.5757816175,Maxar WV02 Image 10300100FD57E000,2024-07-05T08:09:01.562594Z,"[{'name': 'pan', 'center_wavelength': 625}, {'name': 'nir2', 'center_wavelength': 950}, {'name': 'nir1', 'center_wavelength': 895}, {'name': 'red_edge', 'center_wavelength': 725}, {'name': 'red', 'center_wavelength': 660}, {'name': 'yellow', 'center_wavelength': 605}, {'name': 'green', 'center_wavelength': 545}, {'name': 'blue', 'center_wavelength': 480}, {'name': 'coastal', 'center_wavelength': 425}]",worldview-02,8,10,['VNIR'],[],249.544015,maxar,27.425792,27.10795,27.85558,27.10795,False,07-05,0.26811124344473775,forward,27.425792,07-05,27.85558,2,08:09:01,2024-07-05T08:09:03.359342Z,46.72457675,10:09:01,online,2024-07-05T08:09:01.562594Z,0.5757816175,0.5740573,0.57964367,0.5735974,52.5209325,2.2915084,2.2857404,2.3033838,2.2857404,0.57964367,77348,2.3033838,52.574596,52.450447,5.63958196020006,[],27.468798,0.0,10:09:01+0200,249.544015,251.28006,251.28006,247.2943,69.61722855561817,71.35241627676535,71.35241627676535,67.36869100875963,247.2943,67.36869100875963,58.92846899970796,59.29798238733724,59.29798238733724,58.42877473628839,58.42877473628839,"{'type': 'Polygon', 'coordinates': [[[30.303957, -2.229137], [30.303954, -2.228489], [30.303844, -2.215474], [30.303578, -2.167514], [30.30352, -2.155676], [30.111728, -2.17141], [30.111548, -2.183723], [30.11082, -2.232979], [30.110971, -2.282131], [30.110894, -2.315673], [30.304394, -2.296279], [30.3044, -2.294818], [30.30425, -2.263586], [30.304023, -2.236724], [30.303957, -2.229137]]]}",bbd88e69-cd85-429e-bebf-6234bf82dbb3,47da1bd2-fba5-4c6f-8cc4-8aa6095ba9c0
0.32720473666666666,Maxar WV03 Image 1040010097D13E00,2024-07-04T08:19:03.832736Z,"[{'name': 'pan', 'center_wavelength': 625}, {'name': 'nir2', 'center_wavelength': 948}, {'name': 'nir1', 'center_wavelength': 832}, {'name': 'red_edge', 'center_wavelength': 723.5}, {'name': 'red', 'center_wavelength': 661}, {'name': 'yellow', 'center_wavelength': 531}, {'name': 'green', 'center_wavelength': 546.5}, {'name': 'blue', 'center_wavelength': 481}, {'name': 'coastal', 'center_wavelength': 425.5}]",worldview-03,8,10,['VNIR'],[],244.04467333333332,maxar,14.974051666666666,14.840293,15.1075,14.840293,False,07-04,0.0008372205950684916,reverse,14.974051666666666,07-04,15.1075,2,08:19:03,2024-07-04T08:19:05.992678Z,44.026816,10:19:03,online,2024-07-04T08:19:03.832736Z,0.32720473666666666,0.32669497,0.32759148,0.32669497,54.229962666666665,1.3126425,1.3104824,1.3166522,1.3104824,0.32759148,53616,1.3166522,54.271645,54.188217,2.2277683139683293,[],15.1075,0.0,10:19:03+0200,244.04467333333332,243.93918,244.15065,243.93918,64.04797175854915,63.941854741489585,64.1545557338663,63.941854741489585,244.15065,64.1545557338663,73.53688315973109,73.68444202683017,73.68444202683017,73.38957535435861,73.38957535435861,"{'type': 'Polygon', 'coordinates': [[[30.145223, -2.263662], [30.14519, -2.273422], [30.145186, -2.283178], [30.14527, -2.30865], [30.145344, -2.335843], [30.145379, -2.345223], [30.271486, -2.3413], [30.271556, -2.312858], [30.271564, -2.28371], [30.271558, -2.254551], [30.271579, -2.234669], [30.145257, -2.238844], [30.145223, -2.263662]]]}",bbd88e69-cd85-429e-bebf-6234bf82dbb3,47da1bd2-fba5-4c6f-8cc4-8aa6095ba9c0
