poly_id,project_id,best_image,num_images,poly_area_ha,overlap_area_ha,percent_img_cover
a91435c7-a179-4c1d-9891-de0fe1741654,146b6912-62a1-4b58-b027-466dc3295731,Maxar WV02 Image 10300100E93C2A00,1,69.6801219108226,44.21304574119251,63.45144716850073
410696dc-9579-4412-9c7b-55194cb1867c,3a860077-df4c-4e95-8fec-41520c551243,Maxar WV03 Image 1040010068D32900,2,11.092459690931909,11.092459690931912,100.00000000000003
f6871a61-a766-451a-be90-086219616cef,3a860077-df4c-4e95-8fec-41520c551243,Maxar WV03 Image 1040010068D32900,2,2.173736237888128,2.173736237888128,100.0
9e745667-0701-434a-8ecb-d917fe2bcf29,3a860077-df4c-4e95-8fec-41520c551243,Maxar WV03 Image 1040010068D32900,2,5.064382554956111,5.06438255495611,99.99999999999997
9e508b07-4534-4e04-bb5b-bb0d3734a796,3a860077-df4c-4e95-8fec-41520c551243,Maxar WV03 Image 1040010068D32900,2,4.99541150957073,4.995411509570729,99.99999999999997
1cbca6da-0024-47dc-bb3a-06f8727d1cd6,3a860077-df4c-4e95-8fec-41520c551243,Maxar WV03 Image 1040010068D32900,3,1.8379579247978968,1.8379579247978968,100.0
e7223a4d-68c6-4d32-b140-f871dec62bd3,3a860077-df4c-4e95-8fec-41520c551243,Maxar WV03 Image 1040010068D32900,2,0.8163336082328521,0.8163336082328524,100.00000000000004
0b9ef620-327a-4be2-8b0c-50ec0fa06788,3a860077-df4c-4e95-8fec-41520c551243,Maxar WV02 Image 10300100C00E8900,2,4.812386413698383,4.8123864136983805,99.99999999999994
e7e42658-360a-4452-8be4-60ea8d1ef0e7,3a860077-df4c-4e95-8fec-41520c551243,Maxar WV03 Image 1040010068D32900,2,0.989219654133376,0.989219654133376,100.0
e18c2562-7f73-4fd2-a361-a6eee01ed71a,3a860077-df4c-4e95-8fec-41520c551243,Maxar WV03 Image 1040010068D32900,2,26.759144498776937,26.759144498776937,100.0
4d13b994-be20-4392-9f0f-68709607e96b,3a860077-df4c-4e95-8fec-41520c551243,Maxar WV03 Image 1040010068D32900,2,0.27542622064958766,0.27542622064958766,100.0
c9b59851-e4b7-4271-ac99-f4e601f86e85,3a860077-df4c-4e95-8fec-41520c551243,Maxar WV03 Image 1040010068D32900,2,5.6446082931682495,5.64460829316825,100.00000000000003
212d5966-2c94-4db7-98e9-4847cfdc4215,3a860077-df4c-4e95-8fec-41520c551243,Maxar WV02 Image 10300100C00E8900,3,2.293857543640701,2.2938575436406996,99.99999999999994
8bc43765-9e53-4702-ba97-13005b806126,3a860077-df4c-4e95-8fec-41520c551243,Maxar WV02 Image 10300100B3A8FB00,2,14.707241228357274,14.707241228357278,100.00000000000003
e41e8d8a-efa3-4626-bbfe-5af48f23b6da,529e1bae-2187-473f-a2a3-17e577720aba,Maxar WV02 Image 10300100DF537E00,1,70.16161926057534,70.16161926057534,100.0
0b35ba48-a92c-48da-83d8-c21ddcdc3c0f,529e1bae-2187-473f-a2a3-17e577720aba,None,0,1.4836519390028373,0.0,0.0
