poly_id,project_id,best_image,num_images,poly_area_ha,overlap_area_ha,percent_img_cover
0b35ba48-a92c-48da-83d8-c21ddcdc3c0f,529e1bae-2187-473f-a2a3-17e577720aba,None,0,1.4836519390028373,0,0
